,Emp No,Month,Department,rank,week_ot,weekend_ot,night_ot,net_ot,weekend_ratio
584,184,3,B,G1D,27.142857142857146,0.7142857142857143,3.5714285714285716,26.42857142857143,0.027027027027027025
585,185,3,A,G3,21.73913043478261,3.8095238095238093,6.086956521739131,17.9296066252588,0.21247113163972287
586,186,3,D,G1D,30.000000000000004,3.5714285714285716,7.142857142857143,26.42857142857143,0.13513513513513514
587,187,3,C,G1D,15.000000000000002,3.5714285714285716,4.285714285714286,11.42857142857143,0.31249999999999994
588,188,3,C,G2,21.818181818181817,4.545454545454545,1.8181818181818181,17.272727272727273,0.2631578947368421
589,189,3,B,G1S,0.625,3.75,6.875,4.0,0.0
590,190,3,D,G3,13.913043478260871,4.761904761904762,0.8695652173913044,9.151138716356108,0.5203619909502262
591,191,3,C,G2,32.72727272727273,8.181818181818182,1.8181818181818181,24.545454545454547,0.3333333333333333
592,192,3,C,G2,27.27272727272727,3.6363636363636362,9.09090909090909,23.636363636363633,0.15384615384615385
593,193,3,D,G1D,2.142857142857143,7.142857142857143,7.142857142857143,7.0,0.0
594,194,3,A,G2,20.909090909090907,10.0,0.9090909090909091,10.909090909090907,0.9166666666666669
595,195,3,B,G2,26.36363636363636,2.727272727272727,0.9090909090909091,23.636363636363633,0.11538461538461539
596,196,3,B,G1D,25.0,1.4285714285714286,7.142857142857143,23.571428571428573,0.0606060606060606
597,197,3,D,G1D,30.714285714285715,0.7142857142857143,0.0,30.0,0.02380952380952381
598,198,3,A,G1S,19.375,6.25,0.625,13.125,0.47619047619047616
599,199,3,C,G1D,17.857142857142858,4.285714285714286,0.0,13.571428571428573,0.3157894736842105
600,0,4,B,G1S,1.25,6.875,6.875,4.0,0.0
601,1,4,D,G1D,20.714285714285715,5.714285714285714,0.0,15.0,0.380952380952381
602,2,4,B,G1S,15.0,5.0,3.125,10.0,0.5
603,3,4,C,G3,6.086956521739131,6.666666666666666,1.7391304347826089,12.0,0.0
604,4,4,A,G1S,16.25,5.0,6.875,11.25,0.4444444444444444
605,5,4,B,G1S,3.125,6.25,5.0,4.0,0.0
606,6,4,D,G1D,22.857142857142858,1.4285714285714286,7.142857142857143,21.42857142857143,0.06666666666666667
607,7,4,D,G2,7.2727272727272725,0.0,9.09090909090909,7.2727272727272725,0.0
608,8,4,C,G1D,27.142857142857146,5.714285714285714,5.0,21.42857142857143,0.26666666666666666
609,9,4,B,G1D,10.0,2.857142857142857,7.857142857142858,7.142857142857142,0.4
610,10,4,A,G1S,9.375,3.75,5.0,5.625,0.6666666666666666
611,11,4,C,G1S,11.875,3.125,0.0,8.75,0.35714285714285715
612,12,4,C,G2,28.18181818181818,3.6363636363636362,8.181818181818182,24.545454545454543,0.14814814814814817
613,13,4,D,G1D,4.285714285714286,2.857142857142857,5.714285714285714,1.4285714285714284,1.0
614,14,4,D,G1D,8.571428571428571,6.428571428571429,5.714285714285714,2.1428571428571423,1.0
615,15,4,B,G1S,8.75,5.0,1.875,3.75,1.0
616,16,4,B,G1S,26.25,0.625,2.5,25.625,0.024390243902439025
617,17,4,C,G1D,5.0,1.4285714285714286,3.5714285714285716,3.571428571428571,0.4
618,18,4,D,G1S,7.5,1.875,6.875,5.625,0.3333333333333333
619,19,4,C,G2,7.2727272727272725,6.363636363636363,10.0,0.9090909090909092,1.0
620,20,4,C,G1S,17.5,3.125,3.75,14.375,0.21739130434782608
621,21,4,B,G1S,16.25,1.25,3.125,15.0,0.08333333333333333
622,22,4,D,G2,11.818181818181817,5.454545454545454,3.6363636363636362,6.363636363636362,0.8571428571428572
623,23,4,C,G1D,6.428571428571429,0.0,6.428571428571429,6.428571428571429,0.0
624,24,4,D,G3,0.8695652173913044,3.8095238095238093,6.086956521739131,12.0,0.0
625,25,4,B,G3,15.65217391304348,7.619047619047619,2.608695652173913,8.033126293995862,0.9484536082474223
626,26,4,D,G1S,7.5,6.875,0.625,0.625,1.0
627,27,4,A,G2,10.909090909090908,10.0,8.181818181818182,0.9090909090909083,1.0
628,28,4,A,G3,20.869565217391305,9.523809523809524,0.0,11.345755693581781,0.8394160583941606
629,29,4,C,G1D,0.0,5.714285714285714,2.857142857142857,7.0,0.0
630,30,4,D,G3,4.347826086956522,3.8095238095238093,9.56521739130435,0.5383022774327131,1.0
631,31,4,D,G3,7.82608695652174,1.9047619047619047,6.086956521739131,5.921325051759835,0.3216783216783216
632,32,4,A,G3,27.826086956521742,0.0,9.56521739130435,27.826086956521742,0.0
633,33,4,A,G1D,21.42857142857143,2.857142857142857,0.7142857142857143,18.571428571428573,0.15384615384615383
634,34,4,A,G1S,1.25,4.375,6.875,4.0,0.0
635,35,4,B,G2,18.18181818181818,10.0,6.363636363636363,8.18181818181818,1.0
636,36,4,A,G1D,25.0,0.7142857142857143,1.4285714285714286,24.285714285714285,0.029411764705882356
637,37,4,B,G3,8.695652173913045,10.476190476190476,9.56521739130435,12.0,0.0
638,38,4,A,G3,17.39130434782609,6.666666666666666,6.086956521739131,10.724637681159424,0.6216216216216214
639,39,4,B,G2,16.363636363636363,5.454545454545454,10.0,10.90909090909091,0.49999999999999994
640,40,4,A,G3,26.086956521739133,10.476190476190476,9.56521739130435,15.610766045548656,0.6710875331564986
641,41,4,D,G1S,12.5,0.0,3.75,12.5,0.0
642,42,4,B,G3,0.8695652173913044,4.761904761904762,7.82608695652174,12.0,0.0
643,43,4,C,G2,9.09090909090909,6.363636363636363,7.2727272727272725,2.7272727272727266,1.0
644,44,4,B,G1D,7.142857142857143,5.714285714285714,0.7142857142857143,1.4285714285714288,1.0
645,45,4,B,G1S,11.25,3.75,5.0,7.5,0.5
646,46,4,C,G1S,4.375,0.625,3.75,3.75,0.16666666666666666
647,47,4,C,G1D,6.428571428571429,0.0,2.857142857142857,6.428571428571429,0.0
648,48,4,C,G1D,25.714285714285715,0.0,7.857142857142858,25.714285714285715,0.0
649,49,4,C,G1D,11.428571428571429,4.285714285714286,1.4285714285714286,7.142857142857143,0.6
650,50,4,B,G3,8.695652173913045,9.523809523809524,3.4782608695652177,12.0,0.0
651,51,4,A,G1D,0.7142857142857143,2.142857142857143,1.4285714285714286,7.0,0.0
652,52,4,D,G3,33.913043478260875,7.619047619047619,3.4782608695652177,26.293995859213254,0.289763779527559
653,53,4,B,G1S,6.875,6.875,6.25,4.0,0.0
654,54,4,A,G1D,12.142857142857144,5.0,2.857142857142857,7.142857142857144,0.6999999999999998
655,55,4,C,G3,28.695652173913047,3.8095238095238093,1.7391304347826089,24.886128364389236,0.1530782029950083
656,56,4,C,G3,13.913043478260871,0.9523809523809523,4.347826086956522,12.960662525879918,0.07348242811501596
657,57,4,D,G2,13.636363636363635,2.727272727272727,1.8181818181818181,10.909090909090908,0.25
658,58,4,A,G1S,4.375,1.25,4.375,3.125,0.4
659,59,4,B,G2,12.727272727272727,10.0,7.2727272727272725,2.7272727272727266,1.0
660,60,4,A,G1D,17.857142857142858,2.142857142857143,0.0,15.714285714285715,0.13636363636363635
661,61,4,C,G1S,11.875,3.125,6.875,8.75,0.35714285714285715
662,62,4,C,G3,19.1304347826087,0.9523809523809523,6.086956521739131,18.178053830227746,0.052391799544419124
663,63,4,B,G3,26.956521739130437,10.476190476190476,1.7391304347826089,16.480331262939963,0.6356783919597988
664,64,4,B,G3,26.086956521739133,1.9047619047619047,4.347826086956522,24.182194616977227,0.07876712328767123
665,65,4,C,G1D,29.28571428571429,2.142857142857143,7.142857142857143,27.142857142857146,0.07894736842105263
666,66,4,A,G1S,18.75,5.0,1.875,13.75,0.36363636363636365
667,67,4,C,G3,26.086956521739133,9.523809523809524,5.217391304347826,16.563146997929607,0.575
668,68,4,D,G2,7.2727272727272725,5.454545454545454,6.363636363636363,1.8181818181818183,1.0
669,69,4,A,G3,28.695652173913047,9.523809523809524,7.82608695652174,19.17184265010352,0.49676025917926564
670,70,4,D,G2,32.72727272727273,6.363636363636363,0.0,26.363636363636363,0.24137931034482757
671,71,4,A,G3,16.521739130434785,0.9523809523809523,2.608695652173913,15.569358178053832,0.06117021276595744
672,72,4,D,G1D,27.142857142857146,5.714285714285714,7.857142857142858,21.42857142857143,0.26666666666666666
673,73,4,B,G1S,19.375,0.0,1.25,19.375,0.0
674,74,4,D,G1D,27.857142857142858,0.7142857142857143,7.857142857142858,27.142857142857142,0.026315789473684213
675,75,4,A,G2,3.6363636363636362,8.181818181818182,4.545454545454545,11.0,0.0
676,76,4,A,G1S,16.25,4.375,5.0,11.875,0.3684210526315789
677,77,4,C,G1D,16.42857142857143,7.142857142857143,0.7142857142857143,9.285714285714288,0.769230769230769
678,78,4,B,G1D,10.0,0.7142857142857143,5.0,9.285714285714286,0.07692307692307691
679,79,4,A,G2,5.454545454545454,6.363636363636363,7.2727272727272725,11.0,0.0
680,80,4,D,G2,2.727272727272727,9.09090909090909,7.2727272727272725,11.0,0.0
681,81,4,A,G3,6.086956521739131,9.523809523809524,0.8695652173913044,12.0,0.0
682,82,4,C,G1D,17.142857142857142,6.428571428571429,5.714285714285714,10.714285714285714,0.6000000000000001
683,83,4,D,G1D,25.714285714285715,7.857142857142858,0.7142857142857143,17.857142857142858,0.44
684,84,4,C,G1D,16.42857142857143,7.142857142857143,7.142857142857143,9.285714285714288,0.769230769230769
685,85,4,D,G1S,19.375,0.0,4.375,19.375,0.0
686,86,4,D,G1S,23.125,3.125,4.375,20.0,0.15625
687,87,4,B,G2,1.8181818181818181,1.8181818181818181,3.6363636363636362,11.0,0.0
688,88,4,A,G2,0.0,0.9090909090909091,2.727272727272727,11.0,0.0
689,89,4,B,G1S,2.5,3.125,6.25,4.0,0.0
690,90,4,B,G2,8.181818181818182,6.363636363636363,6.363636363636363,1.8181818181818183,1.0
691,91,4,D,G3,35.652173913043484,4.761904761904762,7.82608695652174,30.89026915113872,0.15415549597855224
692,92,4,D,G1S,21.25,5.625,6.875,15.625,0.36
693,93,4,D,G2,12.727272727272727,8.181818181818182,7.2727272727272725,4.545454545454545,1.0
694,94,4,B,G1D,27.142857142857146,2.142857142857143,0.0,25.000000000000004,0.0857142857142857
695,95,4,D,G2,21.818181818181817,5.454545454545454,8.181818181818182,16.363636363636363,0.3333333333333333
696,96,4,A,G2,10.0,9.09090909090909,1.8181818181818181,0.9090909090909101,1.0
697,97,4,B,G1D,24.28571428571429,4.285714285714286,0.0,20.000000000000004,0.21428571428571425
698,98,4,C,G1S,5.0,3.125,1.875,1.875,1.0
699,99,4,B,G3,15.65217391304348,0.0,5.217391304347826,15.65217391304348,0.0
700,100,4,B,G1S,5.0,5.0,6.875,4.0,0.0
701,101,4,B,G1D,14.285714285714286,3.5714285714285716,5.0,10.714285714285715,0.3333333333333333
702,102,4,A,G1D,1.4285714285714286,7.857142857142858,3.5714285714285716,7.0,0.0
703,103,4,C,G1S,23.125,3.125,5.0,20.0,0.15625
704,104,4,D,G1D,19.28571428571429,5.0,0.0,14.285714285714288,0.3499999999999999
705,105,4,D,G1D,18.571428571428573,0.7142857142857143,5.0,17.857142857142858,0.04
706,106,4,A,G1D,19.28571428571429,0.0,2.142857142857143,19.28571428571429,0.0
707,107,4,D,G1D,2.857142857142857,0.0,7.142857142857143,2.857142857142857,0.0
708,108,4,C,G1D,20.714285714285715,5.714285714285714,4.285714285714286,15.0,0.380952380952381
709,109,4,D,G1D,26.42857142857143,5.714285714285714,3.5714285714285716,20.714285714285715,0.27586206896551724
710,110,4,D,G2,38.18181818181818,10.0,9.09090909090909,28.18181818181818,0.3548387096774194
711,111,4,C,G3,33.04347826086957,6.666666666666666,6.086956521739131,26.376811594202906,0.2527472527472527
712,112,4,A,G2,39.090909090909086,0.9090909090909091,10.0,38.18181818181818,0.02380952380952381
713,113,4,B,G1S,15.0,0.0,5.625,15.0,0.0
714,114,4,D,G2,35.45454545454545,0.9090909090909091,6.363636363636363,34.54545454545455,0.02631578947368421
715,115,4,C,G3,33.913043478260875,7.619047619047619,7.82608695652174,26.293995859213254,0.289763779527559
716,116,4,D,G2,6.363636363636363,10.0,8.181818181818182,11.0,0.0
717,117,4,B,G1D,19.28571428571429,7.142857142857143,3.5714285714285716,12.142857142857146,0.588235294117647
718,118,4,D,G1D,11.428571428571429,7.142857142857143,1.4285714285714286,4.285714285714286,1.0
719,119,4,A,G1S,26.875,3.75,0.625,23.125,0.16216216216216217
720,120,4,B,G1D,2.857142857142857,5.714285714285714,4.285714285714286,7.0,0.0
721,121,4,B,G2,6.363636363636363,10.0,0.0,11.0,0.0
722,122,4,D,G3,5.217391304347826,6.666666666666666,3.4782608695652177,12.0,0.0
723,123,4,C,G1S,5.0,5.625,1.875,4.0,0.0
724,124,4,D,G1D,15.000000000000002,7.142857142857143,0.0,7.8571428571428585,0.909090909090909
725,125,4,D,G1S,11.25,3.125,1.875,8.125,0.38461538461538464
726,126,4,B,G3,23.47826086956522,8.571428571428571,3.4782608695652177,14.906832298136647,0.575
727,127,4,A,G3,15.65217391304348,0.9523809523809523,0.8695652173913044,14.699792960662528,0.06478873239436618
728,128,4,D,G1D,26.42857142857143,3.5714285714285716,0.7142857142857143,22.857142857142858,0.15625
729,129,4,A,G2,28.18181818181818,9.09090909090909,0.0,19.09090909090909,0.47619047619047616
730,130,4,C,G1S,3.75,3.75,5.625,4.0,0.0
731,131,4,D,G3,33.04347826086957,8.571428571428571,6.9565217391304355,24.472049689441,0.35025380710659887
732,132,4,A,G1S,21.25,3.75,3.75,17.5,0.21428571428571427
733,133,4,B,G1D,1.4285714285714286,6.428571428571429,5.0,7.0,0.0
734,134,4,B,G1D,22.857142857142858,0.0,0.0,22.857142857142858,0.0
735,135,4,D,G2,0.0,5.454545454545454,3.6363636363636362,11.0,0.0
736,136,4,B,G1S,17.5,6.875,4.375,10.625,0.6470588235294118
737,137,4,D,G1D,30.000000000000004,1.4285714285714286,7.857142857142858,28.571428571428577,0.04999999999999999
738,138,4,A,G2,13.636363636363635,2.727272727272727,5.454545454545454,10.909090909090908,0.25
739,139,4,A,G2,28.18181818181818,2.727272727272727,6.363636363636363,25.454545454545453,0.10714285714285714
740,140,4,A,G1D,25.0,4.285714285714286,7.142857142857143,20.714285714285715,0.20689655172413793
741,141,4,A,G1S,12.5,5.0,0.0,7.5,0.6666666666666666
742,142,4,C,G1D,22.857142857142858,6.428571428571429,0.0,16.42857142857143,0.3913043478260869
743,143,4,D,G2,28.18181818181818,10.0,1.8181818181818181,18.18181818181818,0.55
744,144,4,B,G3,26.086956521739133,1.9047619047619047,6.086956521739131,24.182194616977227,0.07876712328767123
745,145,4,A,G2,31.818181818181817,0.0,1.8181818181818181,31.818181818181817,0.0
746,146,4,C,G2,34.54545454545454,5.454545454545454,8.181818181818182,29.090909090909086,0.18750000000000003
747,147,4,C,G3,31.30434782608696,3.8095238095238093,7.82608695652174,27.49482401656315,0.13855421686746985
748,148,4,A,G1S,10.625,4.375,6.875,6.25,0.7
749,149,4,B,G2,1.8181818181818181,3.6363636363636362,6.363636363636363,11.0,0.0
750,150,4,B,G1D,28.571428571428573,5.0,7.857142857142858,23.571428571428573,0.2121212121212121
751,151,4,D,G1D,25.0,7.857142857142858,6.428571428571429,17.142857142857142,0.45833333333333337
752,152,4,D,G1S,8.75,1.875,1.25,6.875,0.2727272727272727
753,153,4,C,G1S,8.75,6.875,3.75,1.875,1.0
754,154,4,B,G2,6.363636363636363,7.2727272727272725,4.545454545454545,11.0,0.0
755,155,4,A,G2,10.0,6.363636363636363,5.454545454545454,3.6363636363636367,1.0
756,156,4,A,G1D,1.4285714285714286,2.142857142857143,0.0,7.0,0.0
757,157,4,A,G1S,9.375,6.875,6.875,2.5,1.0
758,158,4,B,G2,17.27272727272727,0.0,6.363636363636363,17.27272727272727,0.0
759,159,4,B,G1D,9.285714285714286,5.714285714285714,2.142857142857143,3.571428571428572,1.0
760,160,4,D,G2,29.999999999999996,5.454545454545454,2.727272727272727,24.545454545454543,0.22222222222222224
761,161,4,A,G1D,8.571428571428571,7.142857142857143,6.428571428571429,1.428571428571428,1.0
762,162,4,B,G2,3.6363636363636362,8.181818181818182,10.0,11.0,0.0
763,163,4,D,G3,33.913043478260875,10.476190476190476,6.086956521739131,23.4368530020704,0.4469964664310953
764,164,4,A,G1D,27.142857142857146,5.0,7.857142857142858,22.142857142857146,0.2258064516129032
765,165,4,B,G1S,21.25,0.0,0.625,21.25,0.0
766,166,4,B,G2,21.818181818181817,1.8181818181818181,4.545454545454545,20.0,0.09090909090909091
767,167,4,D,G1D,17.857142857142858,2.142857142857143,0.0,15.714285714285715,0.13636363636363635
768,168,4,B,G1D,18.571428571428573,7.857142857142858,7.142857142857143,10.714285714285715,0.7333333333333333
769,169,4,A,G1D,25.0,7.142857142857143,6.428571428571429,17.857142857142858,0.4
770,170,4,C,G1D,7.142857142857143,6.428571428571429,4.285714285714286,0.7142857142857144,1.0
771,171,4,D,G3,0.8695652173913044,0.0,0.0,0.8695652173913044,0.0
772,172,4,D,G1S,25.625,5.625,1.25,20.0,0.28125
773,173,4,D,G3,20.0,0.9523809523809523,7.82608695652174,19.047619047619047,0.049999999999999996
774,174,4,A,G1D,7.857142857142858,6.428571428571429,7.142857142857143,1.4285714285714288,1.0
775,175,4,A,G3,37.39130434782609,2.857142857142857,6.9565217391304355,34.53416149068324,0.08273381294964027
776,176,4,A,G2,25.454545454545453,7.2727272727272725,6.363636363636363,18.18181818181818,0.4
777,177,4,A,G2,32.72727272727273,5.454545454545454,9.09090909090909,27.272727272727273,0.19999999999999998
778,178,4,C,G3,6.9565217391304355,2.857142857142857,9.56521739130435,4.099378881987578,0.6969696969696969
779,179,4,B,G1D,10.0,0.7142857142857143,0.0,9.285714285714286,0.07692307692307691
780,180,4,A,G1D,12.142857142857144,5.714285714285714,4.285714285714286,6.42857142857143,0.8888888888888887
781,181,4,B,G3,10.434782608695652,3.8095238095238093,6.086956521739131,6.625258799171843,0.575
782,182,4,A,G1D,1.4285714285714286,6.428571428571429,3.5714285714285716,7.0,0.0
783,183,4,A,G3,35.652173913043484,5.714285714285714,7.82608695652174,29.93788819875777,0.1908713692946058
784,184,4,B,G1D,15.000000000000002,2.857142857142857,1.4285714285714286,12.142857142857144,0.2352941176470588
785,185,4,A,G3,2.608695652173913,6.666666666666666,7.82608695652174,12.0,0.0
786,186,4,D,G1D,3.5714285714285716,5.0,1.4285714285714286,7.0,0.0
787,187,4,C,G1D,7.142857142857143,1.4285714285714286,5.714285714285714,5.714285714285714,0.25
788,188,4,C,G2,38.18181818181818,2.727272727272727,2.727272727272727,35.45454545454545,0.07692307692307691
789,189,4,B,G1S,22.5,0.0,5.0,22.5,0.0
790,190,4,D,G3,3.4782608695652177,6.666666666666666,2.608695652173913,12.0,0.0
791,191,4,C,G2,28.18181818181818,3.6363636363636362,9.09090909090909,24.545454545454543,0.14814814814814817
792,192,4,C,G2,4.545454545454545,7.2727272727272725,0.0,11.0,0.0
793,193,4,D,G1D,12.142857142857144,0.0,7.142857142857143,12.142857142857144,0.0
794,194,4,A,G2,36.36363636363636,4.545454545454545,7.2727272727272725,31.818181818181813,0.14285714285714288
795,195,4,B,G2,20.0,5.454545454545454,10.0,14.545454545454547,0.37499999999999994
796,196,4,B,G1D,29.28571428571429,2.857142857142857,4.285714285714286,26.42857142857143,0.1081081081081081
797,197,4,D,G1D,27.857142857142858,5.714285714285714,7.857142857142858,22.142857142857142,0.25806451612903225
798,198,4,A,G1S,0.625,5.625,2.5,4.0,0.0
799,199,4,C,G1D,27.857142857142858,7.142857142857143,0.0,20.714285714285715,0.3448275862068966
800,0,5,B,G1S,21.25,5.625,6.875,15.625,0.36
801,1,5,D,G1D,15.714285714285715,2.857142857142857,6.428571428571429,12.857142857142858,0.2222222222222222
802,2,5,B,G1S,23.75,3.75,5.625,20.0,0.1875
803,3,5,C,G3,24.347826086956523,0.9523809523809523,0.8695652173913044,23.39544513457557,0.040707964601769904
804,4,5,A,G1S,18.75,4.375,3.75,14.375,0.30434782608695654
805,5,5,B,G1S,1.25,1.875,5.625,4.0,0.0
806,6,5,D,G1D,2.857142857142857,0.7142857142857143,7.142857142857143,2.142857142857143,0.33333333333333337
807,7,5,D,G2,31.818181818181817,10.0,6.363636363636363,21.818181818181817,0.45833333333333337
808,8,5,C,G1D,2.857142857142857,1.4285714285714286,4.285714285714286,1.4285714285714286,1.0
809,9,5,B,G1D,9.285714285714286,7.857142857142858,2.857142857142857,1.4285714285714288,1.0
810,10,5,A,G1S,9.375,6.875,1.25,2.5,1.0
811,11,5,C,G1S,14.375,3.75,0.0,10.625,0.35294117647058826
812,12,5,C,G2,30.909090909090907,8.181818181818182,0.0,22.727272727272727,0.36
813,13,5,D,G1D,22.857142857142858,2.857142857142857,5.0,20.0,0.14285714285714285
814,14,5,D,G1D,30.000000000000004,1.4285714285714286,0.7142857142857143,28.571428571428577,0.04999999999999999
815,15,5,B,G1S,10.0,6.875,2.5,3.125,1.0
816,16,5,B,G1S,16.875,3.125,1.875,13.75,0.22727272727272727
817,17,5,C,G1D,9.285714285714286,4.285714285714286,0.7142857142857143,5.000000000000001,0.857142857142857
818,18,5,D,G1S,13.125,0.0,4.375,13.125,0.0
819,19,5,C,G2,7.2727272727272725,10.0,9.09090909090909,11.0,0.0
820,20,5,C,G1S,20.0,3.75,2.5,16.25,0.23076923076923078
821,21,5,B,G1S,13.75,6.25,5.625,7.5,0.8333333333333334
822,22,5,D,G2,26.36363636363636,2.727272727272727,0.9090909090909091,23.636363636363633,0.11538461538461539
823,23,5,C,G1D,18.571428571428573,4.285714285714286,2.142857142857143,14.285714285714288,0.29999999999999993
824,24,5,D,G3,11.304347826086957,2.857142857142857,6.086956521739131,8.4472049689441,0.3382352941176471
825,25,5,B,G3,25.217391304347828,1.9047619047619047,0.8695652173913044,23.312629399585923,0.0817051509769094
826,26,5,D,G1S,4.375,3.75,1.875,0.625,1.0
827,27,5,A,G2,38.18181818181818,5.454545454545454,6.363636363636363,32.72727272727273,0.16666666666666666
828,28,5,A,G3,26.086956521739133,4.761904761904762,1.7391304347826089,21.32505175983437,0.2233009708737864
829,29,5,C,G1D,26.42857142857143,6.428571428571429,2.142857142857143,20.0,0.32142857142857145
830,30,5,D,G3,31.30434782608696,10.476190476190476,6.086956521739131,20.828157349896486,0.5029821073558647
831,31,5,D,G3,30.434782608695656,1.9047619047619047,1.7391304347826089,28.53002070393375,0.06676342525399127
832,32,5,A,G3,34.78260869565218,7.619047619047619,8.695652173913045,27.16356107660456,0.28048780487804875
833,33,5,A,G1D,20.0,0.0,3.5714285714285716,20.0,0.0
834,34,5,A,G1S,1.25,5.0,6.25,4.0,0.0
835,35,5,B,G2,36.36363636363636,7.2727272727272725,6.363636363636363,29.090909090909086,0.25000000000000006
836,36,5,A,G1D,8.571428571428571,5.714285714285714,2.857142857142857,2.8571428571428568,1.0
837,37,5,B,G3,8.695652173913045,6.666666666666666,1.7391304347826089,2.0289855072463787,1.0
838,38,5,A,G3,16.521739130434785,1.9047619047619047,7.82608695652174,14.61697722567288,0.13031161473087816
839,39,5,B,G2,0.0,8.181818181818182,0.0,11.0,0.0
840,40,5,A,G3,0.8695652173913044,1.9047619047619047,4.347826086956522,12.0,0.0
841,41,5,D,G1S,11.25,3.125,0.0,8.125,0.38461538461538464
842,42,5,B,G3,22.608695652173914,0.0,2.608695652173913,22.608695652173914,0.0
843,43,5,C,G2,24.545454545454543,0.9090909090909091,6.363636363636363,23.636363636363633,0.038461538461538464
844,44,5,B,G1D,12.142857142857144,6.428571428571429,6.428571428571429,5.714285714285715,1.0
845,45,5,B,G1S,12.5,2.5,0.625,10.0,0.25
846,46,5,C,G1S,1.875,3.125,5.625,4.0,0.0
847,47,5,C,G1D,30.714285714285715,0.7142857142857143,7.857142857142858,30.0,0.02380952380952381
848,48,5,C,G1D,11.428571428571429,7.857142857142858,5.0,3.571428571428571,1.0
849,49,5,C,G1D,7.142857142857143,0.0,7.857142857142858,7.142857142857143,0.0
850,50,5,B,G3,30.434782608695656,0.9523809523809523,6.086956521739131,29.482401656314703,0.03230337078651685
851,51,5,A,G1D,21.42857142857143,0.7142857142857143,5.714285714285714,20.714285714285715,0.034482758620689655
852,52,5,D,G3,30.434782608695656,1.9047619047619047,2.608695652173913,28.53002070393375,0.06676342525399127
853,53,5,B,G1S,26.875,5.625,6.25,21.25,0.2647058823529412
854,54,5,A,G1D,30.714285714285715,0.0,6.428571428571429,30.714285714285715,0.0
855,55,5,C,G3,2.608695652173913,9.523809523809524,7.82608695652174,12.0,0.0
856,56,5,C,G3,16.521739130434785,8.571428571428571,0.8695652173913044,7.950310559006214,1.0
857,57,5,D,G2,0.9090909090909091,10.0,3.6363636363636362,11.0,0.0
858,58,5,A,G1S,16.875,5.625,3.125,11.25,0.5
859,59,5,B,G2,15.454545454545453,9.09090909090909,5.454545454545454,6.363636363636363,1.0
860,60,5,A,G1D,25.714285714285715,7.142857142857143,2.142857142857143,18.571428571428573,0.3846153846153846
861,61,5,C,G1S,17.5,6.25,2.5,11.25,0.5555555555555556
862,62,5,C,G3,8.695652173913045,4.761904761904762,7.82608695652174,3.933747412008283,1.0
863,63,5,B,G3,1.7391304347826089,0.9523809523809523,3.4782608695652177,0.7867494824016565,1.0
864,64,5,B,G3,29.56521739130435,2.857142857142857,6.086956521739131,26.708074534161494,0.1069767441860465
865,65,5,C,G1D,27.142857142857146,1.4285714285714286,7.857142857142858,25.71428571428572,0.055555555555555546
866,66,5,A,G1S,17.5,3.125,1.875,14.375,0.21739130434782608
867,67,5,C,G3,16.521739130434785,6.666666666666666,9.56521739130435,9.855072463768119,0.6764705882352938
868,68,5,D,G2,32.72727272727273,6.363636363636363,0.9090909090909091,26.363636363636363,0.24137931034482757
869,69,5,A,G3,33.04347826086957,7.619047619047619,9.56521739130435,25.42443064182195,0.29967426710097717
870,70,5,D,G2,4.545454545454545,8.181818181818182,0.0,11.0,0.0
871,71,5,A,G3,16.521739130434785,6.666666666666666,3.4782608695652177,9.855072463768119,0.6764705882352938
872,72,5,D,G1D,9.285714285714286,2.142857142857143,0.0,7.142857142857144,0.29999999999999993
873,73,5,B,G1S,20.0,1.875,5.625,18.125,0.10344827586206896
874,74,5,D,G1D,2.857142857142857,3.5714285714285716,3.5714285714285716,7.0,0.0
875,75,5,A,G2,17.27272727272727,0.0,0.9090909090909091,17.27272727272727,0.0
876,76,5,A,G1S,4.375,5.0,1.875,4.0,0.0
877,77,5,C,G1D,30.000000000000004,2.142857142857143,1.4285714285714286,27.85714285714286,0.07692307692307691
878,78,5,B,G1D,20.714285714285715,5.0,6.428571428571429,15.714285714285715,0.3181818181818182
879,79,5,A,G2,12.727272727272727,3.6363636363636362,6.363636363636363,9.09090909090909,0.4
880,80,5,D,G2,2.727272727272727,3.6363636363636362,7.2727272727272725,11.0,0.0
881,81,5,A,G3,24.347826086956523,6.666666666666666,3.4782608695652177,17.68115942028986,0.3770491803278687
882,82,5,C,G1D,6.428571428571429,0.0,7.142857142857143,6.428571428571429,0.0
883,83,5,D,G1D,19.28571428571429,0.7142857142857143,2.142857142857143,18.571428571428573,0.03846153846153846
884,84,5,C,G1D,10.0,2.142857142857143,5.714285714285714,7.857142857142858,0.2727272727272727
885,85,5,D,G1S,5.625,1.875,3.125,3.75,0.5
886,86,5,D,G1S,23.75,4.375,1.25,19.375,0.22580645161290322
887,87,5,B,G2,7.2727272727272725,4.545454545454545,6.363636363636363,2.7272727272727275,1.0
888,88,5,A,G2,30.909090909090907,1.8181818181818181,8.181818181818182,29.09090909090909,0.0625
889,89,5,B,G1S,1.25,6.875,3.75,4.0,0.0
890,90,5,B,G2,6.363636363636363,7.2727272727272725,1.8181818181818181,11.0,0.0
891,91,5,D,G3,28.695652173913047,0.0,5.217391304347826,28.695652173913047,0.0
892,92,5,D,G1S,14.375,2.5,5.625,11.875,0.21052631578947367
